Contract Address,Ether Value
0xb4933b15b21924af2c18012c4da78b182f060107,6.519047619047619
0x568a693e1094b1e51e8053b2fc642da7161603f5,6.159410835907122
0x4c13184721de2d1b47a8875775ba3ce0b2e00ee0,6.158280429569219
0xdf59f9b549305724b1fa868cb9d0898721404c1f,5.0
0x888888ecb41d5abb38bdd9c5e2f653f411c70765,4.629541826160519
0x702392282255f8c0993dbbbb148d80d2ef6795b1,4.613727038351954
0x4ef7a66326067e84b51a4a42d9229497efcfa881,4.38964325303159
0x897d6c6772b85bf25b46c6f6da454133478ea6ab,4.253181773020043
0x405d44c9ed3d2d80e375b2360ed0713b71c6b811,4.23899657858
0x71402645d25196842b0434a1805726b7c0eef426,4.13016830205558
0x869eb8a1a479a80f9907673eae8336625dc3e526,4.1268217999513634
0x51a5271ec514c3065d9de2d8e95051989f7d53ab,4.0364116282917655
0xb45d7bc4cebcab98ad09babdf8c818b2292b672c,3.8081599468703944
0x211f3175e3632ed194368311223bd4f4e834fc33,3.40251343423215
0x4e9b6e88e6b83453e3ec6a1ffa0c95f289cf81d5,3.3864186593539296
0xed7da010027967365e0a7c370c1dde2f9fe4477f,3.340099990111109
0xe1f338e069f202f2113d32c8a5d1046d83c92ca4,3.334412748244389
0x4bdde1e9fbaef2579dd63e2abbf0be445ab93f10,3.23303
0x5041d5c444c2d730b406ae5ec9199cd8e47e463c,3.1132852532945248
0x1e965dcf984cc583a09eed4ce14dbdbbeb1e8e44,3.02
0xd3970927a9fc6dd00628368f7e72fd8ac90823a1,3.0
0xb4a448387403554616eb5b50aa4c48f75243a015,2.985843065215537
0x365ec7b439abcc8a3a2c4289f0868a4adcd996e9,2.9628
0x2f5c8d7259b48078c0b6c0a7cf6269e3817680e5,2.957
0x6a57883b5748bf3631ac2e0d43bf0d6f6cbcd16b,2.90046827458518
0x72ffda7153bab00e61ed93344eed8dcaec7450b4,2.830473749556526
0x0d5f8a079042d5071220498fa0f0d7fd2c5fffbe,2.81862904
0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a,2.731
0x6dd071cedf8b1a80a5ed1bd43af2ad53cb0942e5,2.7144
0x3664be8ec8a66e8dab9dfa48e5092f576edab746,2.635765185360586
0xdd91fa3b84b1080f3b618cbc47e06c57def689b9,2.6
0xe1dbbce4570b815b6ce3434bb3097dc9f453c565,2.5565350822812145
0x2f13fa06c0efd2a5c4cf2175a0467084672e648b,2.4576215061856197
0x4ced73edbb326de8f7d9c5694b00da7b75506d96,2.4334292099919823
0x83ba853b8196bb51c148dd762a827c703b156450,2.3516686383400183
0x27e06500263d6b27a3f8b7be636aabc7adc186be,2.350737726738115
0xf099c6ecb16575393b3ba6ac57b4ead943353a52,2.3000258
0xaa4ec8484e89bed69570825688789589d38eea5e,2.2820219796006866
0x544789c586ddaed07ffb23f41ca1334232cb1804,2.2767658641218222
0x2e452d51ae522dd507caa5912166e98ca17e1190,2.24028
0x5c8b75429089bcc36fc71988d53ba7da05364206,2.239918500295597
0x72a73495b769682d7b09a9641fa1a95e308fbe08,2.239624212038159
0xc3c94e2d9a33ab18d5578bd63dfdaa3e0ea74a49,2.234089929999999
0x3612d93f91c8fdb5f158a7c35dd7f87c63ad3f9b,2.2176
0x5044ac8da9601edf970dcc91a10c5f41c5c548c0,2.1983135365277175
0x47423b0fdb181ecab813c908307e9795c0272db7,2.093646
0x714c1ef3854591d4118bd6887d4740bc4d5f5412,2.0718840066
0x211f01e59b425253c0a0e9a7bf612605b42ce82c,2.03
0x6f303642844f734ad4176d0dfe93ef7e0776ef46,2.0
0xebbcdc146b536557782acb9f7869627ad92fb5aa,2.0
0xdfd8e9fda3ac12884e35eaea35d763517bb79176,1.986624125
0x5bedf488d29407bc08e77cd9ee292c2041a61c8c,1.9732903966438236
0xec4e41ffc9e17aa71b7ddcc5c1c6e9960a70a11c,1.9204830283415817
0xd6647d2d40b1ee8ab766dec0822ec756985fc1b3,1.9106263273005235
0x861a174d677946d8c2bea8f9636a53fde1668215,1.880607696941102
0xed42264e005d9052799a5971e439d5353bdb3f24,1.8235942198407349
0x85982b3b3b55100dc92752546bfb2fe5ea676a08,1.8213597947164715
0x39ffccecc551f35f8dfcb52c8c01060919aed1ea,1.8128644002418763
0x37b21509d0dfdb33a83f70954bc567343c15bdac,1.81053535
0x0e21902d93573c18fd0acbadac4a5464e9732f54,1.8047914506190692
0xb3b3fa00a534ab0c7437bc5e9f4f97f1f98b930d,1.7041919243938004
0x480d08a87e9d23704dfbdc296afc3436fe6b27d5,1.6849553461883624
0x341f9c6c60c07fd11ef0bbc93586a2b9d68bfcf0,1.61
0x0d67440946949fe293b45c52efd8a9b3d51e2522,1.5450011
0xd46d0505f73f26f4cc7c8df65e562ac3f28ffc10,1.5345317236
0x71d00a5e4a541caafd106509eff28a7798443c26,1.4945428425678895
0x6d3543d4b11683847697f5b9a3a9d116cf13dedd,1.4813
0x5b8ad60798ec10ad36e52625ff881801240c491a,1.4430710370965456
0x4c902a3ff72dcf01bac6b9d0438565e649a87404,1.4340449122753944
0x2747fe8dc21d5efcc0787101dc986df028bd42b9,1.404146459654026
0xdde1cddbbc4bfc0d2e9f5b2957456a2b651aaa6b,1.386
0xdf100fa9a871669f1c99649fe7852ff45228a83b,1.3760771568712968
0x748c6ed3f78f5f06ceb76834f195d3a05b7d628a,1.3461611642485656
0x01736a779d889cf048f7a7b5f55ea5c3727bd0bd,1.2766232243159885
0x3fab1c4216e401de80cef4ac5387452d16314c6e,1.225359734629848
0x25066b77ae6174d372a9fe2b1d7886a2be150e9b,1.2066041492529174
0x74c5ab4757fcdbf8732230ca154498ea0c538239,1.199536403436984
0xdda9bcd985b1169607546b52910a0269dff5baf1,1.189568691702556
0xdceb0f80ae8bcacaafa94d2e2343b3349c60338d,1.1781858705476032
0xbd2bd1bd6396e69112d1f51cbaa57842cd1586c4,1.177432384042
0x511724936c6f550be63e940ebdd4800f095ea12c,1.167022545504819
0x4072e3eeaf72433f83059e792249eeb868ca693c,1.1612353500342976
0x6bb545b8a2e869009487eb7e5e045178b7221e36,1.158304
0x7728d8967cb7d9456e5ed993487a693e50deb644,1.1566593062696902
0x31d4c5be1082a88f2abafea549b6c189c2cf057f,1.15
0xee6d409e9d08af082c2493ea955a0d3ea418dc0f,1.1052062854107818
0x0d47d4aea9da60953fd4ae5c47d2165977c7fbea,1.1
0xcf5dfe6e2fa63af41e9c01df75e79d3fda69b5f3,1.0948520630880008
0x548d32216d01617452892ea360bfce9ce8dc9729,1.0946335427519374
0xd389c08bb987dd7daeb31f51fce1b5b73710b38e,1.0912499999999916
0x1da73fc09ea07781482994036a0eecc7e6952dfb,1.09
0x4798480a81fe05d4194b1922dd4e20fe1742f51b,1.0682796724777142
0x5c6d8bb345f4299c76f24fc771ef04dd160c4d36,1.0181614257085874
0x1c02ce498dc6d0d6ef05a253e021258b07eeba91,1.009894825
0xf244176246168f24e3187f7288edbca29267739b,1.006545152
0x20c3811a83fad33dc7a0c8ee2d1e773ddf3b7d44,1.0054534657619514
0x39cfd754c85023648bf003bea2dd498c5612abfa,1.00000004367723
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,1.000000004327232
0x17e5e0910b9185b0ede564dcbf074ca910ad56a4,1.0
0x25df2edc10a16f05e579d127a902cac6fdff940e,1.0
0x3325439082ff8ba7371dfdaa1af297bbfcac21b2,1.0
0x3a6e5f1c1b0de5d2b46babd21c7844c96f5180aa,0.965
0x26936b691450a838b6df4965b58f2c53a9139d29,0.9224836883940772
0x4bea1b5de7e3f09f6131408bc306b1de411a3957,0.8868471321806339
0x32cf691c1a07677e68af4b315fdb6a5fe65703ee,0.8828205956582922
0xbc9363b59cd73f59102ad6a45494f274d311c0c0,0.876758060000001
0x570581a21edb40d399b6d2f407a86506c4b7d663,0.8755656122835658
0x17a49a2f36655270d8ee7cb40e695796f47a6a59,0.873
0x4bc78f6619991b029b867b6d88d39c196332aba3,0.8673561625181972
0x6b31a2ef5986d283332e4a3a608adb3c09ffdd13,0.85
0x6e5db36f85492b20153eb8165e19dea1387345df,0.8070038896012858
0xb487d45f2d2a93b84e8f8c5074e256896bbf7d9c,0.804724573618428
0x6f945c83f9ddc4ebd9cad21e7c08cc3c82a21c90,0.7955805210000118
0x365267181bc0ef38bbb8d8ca9b330dc0c3ac01d1,0.762660582
0x6c7a3c832e573b1d7f3c9f7d51b2ec13f461dbe1,0.754290000025
0x37238583c041a2f51964f23fde2710c4fbd29e9e,0.7293415991128597
0x512a4d492669e5f0746609d638796c0ad94276cd,0.7266984721259915
0xd9d09ab4b1d155dc17a3f919ba003f4cf491e222,0.7146279795560658
0xa5d1e58ece1fc438d64e65769d2ab730143a4caf,0.6969889024321279
0x479cbe1f6a7fa4d7e304ae983803c46e85ced870,0.695
0xed2f35867a1afc19eeff7f0fbd7cd30c0c8c288a,0.6812042319255185
0x2d7c5e4a1eff0178b4f3f473979239aabf9beae4,0.6749116231175617
0x36fef0a32d493fa86d6281205b924456597aae5d,0.655334
0x4b77bde81ceaf137d883e43aa27cf767cd2f8141,0.6414416033971067
0x261d650a521103428c6827a11fc0cbce96d74dbc,0.6235727848632119
0x128fa9cc962448d2b438047cdcec1197f63b0ef4,0.6110265250602221
0x1b43f7543164ead3dac0393aaebaaf3b35c459c2,0.6035672318282505
0x798f509bade66b9f20980abb0dcc024ca7afc530,0.58482041
0x335fe4a7ff2150d88f66b8cfd6eadbe0656e9ca9,0.565817006
0x8b26a81522747bc66be1261eaac3091c6fff0d6d,0.555456759206636
0x00c315ac9ff89bb6afa7524cd159f0a9766e8c89,0.5528188913815876
0x36995d4e1ab6ee76aa55f16736fc85ec6e7b6c1d,0.551419655
0xce128ededa2c39d4cf569e38e7e5dd3c6a9f99e2,0.5503698603047384
0x88c1f00df493673f72aa0481187a0ff8c5ad0e14,0.5485
0xeeae9c7a726f5c9d52c45494577221054a2805b2,0.54767
0xf2740c75f221788cf78c716b953a7f1c769d49b9,0.546522275
0x18dd9ae3383de623db1ea37d8da5dde1dc74d356,0.545655803878048
0xd90f5ebc01914bbd357b754956aafb199f4d1624,0.53225135418
0x0135c9a7bff72aa26e1d105ff5000e454e4dde7a,0.530102
0x083279e98e3b796ad1a25a103cb8b98f2929ca4c,0.51938
0xb47b1ea3a294df2502a54ccdc1bbe49d71fc8a10,0.51
0x58db9e7a4afca731d824eeefa55ce37666aa3eaf,0.5059002669776794
0x735ba26f91e1275fa4b504649b19ef74739fe7e7,0.5
0x25da0c67a63ebd8df47835992b22df503a807b44,0.49569758
0x6bba97fa60ed6339ca583b8b40c2fd0c12284c2f,0.46622678208343143
0xa1ad52ff49fc70b7920b7d02483a58beb15d492b,0.46126467129319204
0xeae08961bf8bfe92879b1455c96893e313c8d858,0.45378567272484854
0xf48d72e5a2419c0c6f5822854b7bb7bf135d1623,0.4451
0x1ec7345ee1780d847b29f65aa0ecf70cb278966e,0.4362119637273306
0x1f0d1de1558582ad6f13763f477119a1455502af,0.4303241897047119
0x2676d51e7a2e532f8e944e6ea5ca1cd07048ab08,0.4284915752469237
0xb41ae4f3a164145629602468ecffcf0eb59e559c,0.423
0xc463aa806958f3bdd20081cc5cab89fbb35b650d,0.38214537349400846
0x6f05bf7c8d50079ac864f48480a4e579189de0c6,0.3757577930835035
0xa2bcf0e52e5b1431699cba1b65f3d9754b3498f2,0.37049048487858677
0x05b04cb2c29691d3f9ce74e6aa3c69548da3bee2,0.35
0x54b9eaee92a9bff63cd445a65bd19078116fe927,0.35
0x1e200a9af1ab6a0d74cd44c489bf65744bc7d961,0.342
0x9c49b65ddef30ad4a32c0ff6bf103144cd7733fc,0.3323495391572025
0x410cac201ffc0e0e4c179d926076d25bf8bc5b92,0.3323357348212961
0x6f2deef18421ba39065223b23ef38666b3052a46,0.33122756
0x02e582682aa7b4dcc3f7574c468ef61b29545404,0.3205200879321342
0xb40b8e3c726155ff1c6eebd22067436d0e2669dd,0.31825405855146777
0x5340b3893c8bab2adce3cb0deba09a369c6b69d4,0.3136042733881353
0x4d6ec066345e3466d9e970caad4732983ae4bc2c,0.31
0x2fca5f257895b8bcede0c0d06141b718ec9a3041,0.3078451610836838
0x37d9033151eaf64cea6b7531ee0e4fd6f6f9d6d0,0.30587430000000004
0x945f171de4ea81a213dcc7a1e8c4f6feb3b4b806,0.3024132069
0x25fdf7f507d6124377e48409713292022d9fb69e,0.302306
0x2f85e6449bcf407cf8a83f82bc006c97a5fc3ebb,0.30209240331392356
0x70d28b8d6c19f3074a3edf3033f0defa7a4ce4df,0.3017633993002032
0x27887a512107d43b4ebbf66df1c29bac7eba1f1a,0.3
0x006b4425ba57148466c0c54af1c484348a14a8a4,0.29
0x035611f47a13f3603109152952f0034c674959ba,0.28764608
0x182d4990bb0ff595b308b3efcb93313abad575e7,0.2875636
0xf45a3bbe486779250961c9f2da73651deb90406a,0.285659083
0xd954af8b5559e188096afb11643111458b29cebf,0.2847947672693879
0xd30d9140f8e1671739d8b68bc74aa05a049159b3,0.2794184800796493
0x58350795644f6a28bf36c54db1b88ee8a723ae84,0.2773194795930746
0xd9153cfdfb5ec8f82c5e647deb379b10d402d7e4,0.272
0x5b8aeecf9958a76054dae8bdc98b44ff9007d4ef,0.27
0x1e6f116ca704277c97595316ac157eb6ed30290e,0.2675
0x7287bef78619e10c32a1eee82046fa3c4a29f17d,0.2655857319361655
0xeb6aaeff15f1faa7acecb0627364294fb085fbab,0.26255655823781054
0x6cdd4f8e44395c598c90947223211ab62b04a7d2,0.255849521808086
0x17fd666fa0784885fa1afec8ac624d9b7e72b752,0.253846
0x1f28211cd78363c7e0d44a90157017422599526c,0.2537333333333333
0x692b856117039d424cfac420f93ab2451f3c9eb5,0.25033779961990316
0xaa8722fb1c9eec9b6c32a90dbe9aa4c9eff19f55,0.25
0x2e88c458dab34c673641df586ab9d9a15e0b93ec,0.2493772
0x58ab239b029e80132f907f098285055fa0c6a774,0.24825285515776171
0xa3ea961ea44bafa061fe7b2ece819d2a8ceb69b2,0.24
0x0f1cd99bea68f0d994064395d2b45315b185882e,0.237
0x560431a917c5bf4f5831935a199d6516472bcff1,0.23490091959845727
0x93143d3e34a50aebab466368c3455fd858f77ad3,0.23
0x0f2a1a06024f6d2ceb2adf937732f9029ca97045,0.22880547591114644
0xa1cb45a734151b63679e1aed48e4c3deb8d1908d,0.22751164034958132
0xf2855df7f963531f689a8a3d2eb7bf4e0f532c01,0.2272420470471659
0xed2bd91e69155782d045ca8254eafa8935e99b58,0.22448493839405037
0x0232ba609782cea145ec3663f52cf7aeb4ac773c,0.2200326404220033
0x5a8658de344972fc8b6b6a01cd87a64bc7420a38,0.22
0x6cbb5b731a6b0e03551e24b8a02e101d293e418e,0.21237668806290572
0xdc8adca00787b665abbaacaef37c8bb629ebaa8f,0.21
0x573e869ca9355299cddb3a912d444f137ded397c,0.20831935389894657
0x6e9d4b330aad2f414fa7ae1074afa266b6469364,0.2055
0xedbe509e65f7425016265a049941311497c0099c,0.20542597590216535
0x6bec76a319d3b97523f50137ba20ec63746ac49a,0.20194633
0x0140ac0f46cca38a6ebdf14fcf699fb6b5912c8d,0.201
0x2d05359a51ca13c4ac5f4437585afaf5bf2050f9,0.2
0xf01d0e76efcea913b3203484a0d82b3995202001,0.2
0x00125893df6ca0792c99601c462764ba5d80268a,0.19918
0x2119a3314c1d40704d816392a9e44da463688992,0.196816897228372
0x560a20eddeddf84217221aef0d5ca7d7ae7ae798,0.19680778
0x19080df0360ce52b1068d54e1769182d9cc2b218,0.19539863620020403
0x2bae8bf1d52cf870381c6c02f0256f1b68d7aa2e,0.18952132380900907
0x3619e0299f9c3f5c6502abdabf77d246fd328ea5,0.1875662855576309
0x6cc9db1be24450f28b298d045cc0ecac552f1f83,0.18561722003672554
0xf165c0df0b759e93e6166aecb667c7ec2a300525,0.185
0x2873f3dfa8b9cdcda9b619b0c3a62c2cd9daf5c5,0.18
0x874c3471d459f4107abaeb915cdba6c562cfba3d,0.177244222232
0x46248a82ee39795c239049ed8eed78d305d4205c,0.17604272586209668
0x2c3f2451143e8cec0341b064fcb8fe137ce5d6dd,0.176
0x5274a2293dbe075a82d41e873bb927403a9dce46,0.175
0x05e7039c7afd77157845d9a4f1750b8ca93ec378,0.17457005182936092
0x3793ea257ad168ef1b4d0ed56464f9b0ab388c12,0.170958
0x71fbecb11e291f824fd5dc9e760f56a5239e4702,0.1698901061072938
0x8a233644e464b382a48a3ff4b00752bef73be465,0.1616595635310431
0x6ace03f517ae15f1a8d1b6811d23f7aa8c295be0,0.161
0xc585ddbf02254b3711dec711239e7241132b44a7,0.16052241880924872
0x0242514106114deaa99fd81574142c36edb03b6d,0.16
0xee52d05a2351151beabedb7a9e38cc1a2095a8ce,0.16
0xf0f9569413d99964ec01bd900126e90c70edda6a,0.15945104950723502
0xd9ff8cc0433c995f3a9711f1400329cd6a40387f,0.1577233628285134
0x0e7d77bf4c468b6b626b07be5aa1c8222eb08324,0.15666249534883486
0x5216c8d4e0f29285b5c8805810487c5277788e31,0.1535943467239872
0xaa840b1138d31cc4a5fcd9545ed03441ef2a1213,0.15339143457107374
0x1a7208627ffe43a69f13f3c393a41712fa4a7831,0.15035675
0x1b05e6557768650c0df0c9377c32c621ac1ccf17,0.15
0x137099bdc97fa0c487612466333d2b28bf0c2aa4,0.14697154793749068
0x6571ec4474893799454da4900b225e82249dcc30,0.14614980940245698
0x301487766dcf283592b11b5988e5c4e4630dfbe5,0.1461
0x64ef6612a67de3fa96accb645ae46a3c09227928,0.14568421052631578
0x25d3b1550e518ba8d7581cad811285e005902faa,0.14
0x3633c61be0dd1b1fd20a97e05c5ed880a204de33,0.14
0x56a7d37b5252b057aebce6d65d2f87e49f1e1dcd,0.13918772180368005
0x05a59c5172152ac21cc5ec2b77656ef25f811c37,0.1389978003616109
0x1f54a3b7b8c6b611dc5317b1d665c7a96c9943dc,0.1381106162966234
0x56434ad1e38a564e76eae08c7118e5e7b450aa6c,0.13751090320662002
0xecff8fc2a19f83fc855618704f38725756dbcae3,0.13684487615287222
0xf3e61d4a877ef82d68ebc97acf99e1c08ee342f2,0.1337
0xcf5d889e2336d0f35f6121718f6c25e0650d4b25,0.13368953730575825
0xd967acb1fb0d9e3ed6991590de6f373abd75d0b7,0.13207061357159133
0x5b7e1eb8623e7d71572254b92dff0c5ac5d21950,0.13
0x3fd9aba22521d9ee3202a43bb132816a17973d43,0.128488887773657
0x57cff17810be242bc4760c03cd5bcc6ec0879470,0.12793766044765098
0xd1ce8888b962022365a660b17b4b6dcfa3c7ce7e,0.1257944740574448
0x25db2e489d21be85839992dfa0c17b500be02516,0.12441646012029652
0xec9a75a532311b6102d91d439e1db055dc9414d9,0.12430523829774276
0x4cf286da8dec355bb8d51a3f8ff509e2b594e6ff,0.12223328654266691
0x0d62442a4b931ac1243997d96bfe37fef4fb03e7,0.12
0x551d56781e0cd16ac2c61a03e6537844a41c7709,0.1184081578937634
0x39f996a2cafca0e593d0c46b8365d3936b6cc1cf,0.11633984945188795
0xa3d9390a34ad30262d6c364d80d5ebefc5083839,0.1154
0x549baffcf15d3dd5b01d93516b4ac4c3ba205991,0.1147059410661877
0x75cb629408d1ea387df0a1f755e0bc371a5fa036,0.112
0x5c976e71bb27538bddb0ed399be1722c6745bcb6,0.11068453027498454
0xbce22ddb0caeb744060b814c57b4c88bee7337a6,0.11035337968603297
0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f,0.11
0xb447aa90c9aab424dba4c08b251d4b37f61a8392,0.11
0xe1754d039c839192ee193d5cf8406fb24fcb421f,0.11
0x6bc4cd236de09d6334c428c7d59212ac8ea704f8,0.10706471716811439
0x5101067e64f9e564bed7dd9c7378d7cc9dd5f550,0.1050834947547538
0x00efd61b0d94ccd82f3922d26efdd3ed9859081a,0.10457090228849678
0x504d00c4ad9df0783ef745a19130266667ffa888,0.10369415000579259
0x501c17b26029f3a129fd9adeb4b642bd35a35248,0.102455
0xdc30a5baf62f3ce8d7e74a272bc139fbb7a0cab4,0.102239350001
0x7390e3a0a875d84de8fcbf4caaf32ca112d96466,0.1022
0xc797f7d82962157b4c73d43dc7723df0f82c0194,0.1018112361873408
0x6b62f10b1d042d3ed601899ca25f80f9dbc92644,0.10128599335807775
0x6b3da034ebad473acb93729a7152c672cc0dc6cd,0.10099226036912086
0x1d5e63693ef0a3edc8a57e0bbe0645066550b2e5,0.1
0x21b7637f29e2476c3d540219d8ab8b85b114c2b1,0.1
0x25e41ae4b247baaae702cdc909d50fd14b2db7ea,0.1
0x291a1b4ba9e936741d5cb185ad74fa9a32d048d8,0.1
0x4817d74db306a6547f18d462f187affefaac313e,0.1
0x4c465715e56f95cc9623144d1378bdd044dd3e1e,0.1
0x5135815b39806be487b153f927aa27ed507bd937,0.1
0x5b86b0d1c304c246282dea0e0f21db2baa429b31,0.1
0x658d9424da329087a60868957f9b1d1edd1d6f34,0.1
0x6fd749dc814754106bf097a2d1a7f089a8ff6cda,0.1
0x925b8c327d0065827977d08f8009dba33ad9f450,0.1
0xaa69d5dab24f6d8f942ec0912258ba2c5b17a0cf,0.1
0xc541e02e7d66cb5cbd7d33d1874dcc3f028ad75c,0.1
0xd46ddc98c63f9705ca6689e7036dc3ce981fb335,0.1
0xdc0de47538badee1e12c189e5c94cf19c2f27efa,0.1
0xe154561093f7eeaf698bf77f324b4c0483102c9d,0.1
0x74bbed9bd87e339ad23b52ba8dd91b4cd216d080,0.09999999999999999
0x768e66ef1ea28ec0b1380a71577a2a83d78d32a4,0.09996
0x5a8dee1f2c6894b96422a536620e389da1f84641,0.09969725610478651
0x00fa44d91d7541d16dd18a48dd6a011de5e887df,0.099123829
0xd8cc0ef2b26ff52f86de029cb38ed53b7ed98a57,0.09594186842112287
0x26d76a22859fec45da123dbf3e14053a8b5b0831,0.09349393946636465
0x360e51857242661de8f3ec4e6c684b45b3c0de87,0.09333333333333334
0x4c17c61ce6edd113346d993aed193dda7ae57b9e,0.09247251833945865
0xdb1f3030532a593a733f8ae6fce310aa91ac3a17,0.09236335564843437
0x009449c99a2822914d68691d87b0177292fb5a6c,0.09147097
0xc0223d4411440a5d7d4083e2ebbf6f2a27ac8d9f,0.09001
0x364bf7acd034b5e883978a5160381a05f0afc18d,0.08924
0x0689418b68122149a737a7cc7a49b2ad7c3049cc,0.08838176917348123
0x40d6ab35c171cddc7fc81187e8a20d6711717ef0,0.0883642776044297
0x4040dfed08346b98336be48072d071f0805c3ae0,0.086934715
0x18420e17f0ee1b32d1174f673c7eaa946a180b63,0.08572674191202433
0x0f4cafdce3737601c598bcfd4bbd69f75786ba40,0.085402227
0xf3c8ed6c721774c022c530e813a369dfe78a6e85,0.08454973169820575
0x6f28b146804dba2d6f944c03528a8fdbc673df2c,0.08446579989208382
0x293ed09bfc80b93cdf5a64306aaedcfad3c64955,0.08430367924333998
0xf3b5cf34cdc3a0850037e5f383357fb808026bc7,0.08311912556
0xcde17703f8a92c741c832bc93739be88d2b1a42c,0.08196618055555556
0x2771ef07defb079c309542e11219d97b562ab6b0,0.08096755936953977
0xf12b9b6956b719a2c07873154f9e56bd13dfa24e,0.07899476966772861
0x4c2e198cf5ee4ca4d6e9e0c1b2b954f9101c7fc1,0.07858119999888659
0x0f33bb20a282a7649c7b3aff644f084a9348e933,0.07568274253803993
0x18f0cd26c06449d967ca6aef8b5f9d8ee9fd7992,0.0751
0x02caceb4bfc2669156b2eb3b4d590e7ac10a4e73,0.0749945523286059
0x219014ef0fdf1b9b0d4e9e453e021573b7082bed,0.07458343585702783
0x40117c4f66e9a7e3058558e6ffe4232e1a896c6a,0.0745
0x1ed3099df8a56c447e7c20d08572413f15fe760e,0.07245686825413604
0x06779e2a75cc5b7ad2c14cf98d88cf2cfcfcc6f1,0.072
0xeece3bfd3c83715f1f801dfa6b735ac9093c5bc3,0.0713
0x895eeca517d3e9ddb66f9ae8d9c293fd3a30ddb9,0.071
0x7897ed74a2448c6d539b64c8b3c9b42fc19abc1f,0.07097467520395874
0x4b577405017f82b098cf4ab0de38979b6d2fe5ae,0.07065966241678258
0xf0d1a6dfcce7fb23fee76d8ed89e780c5a2c1885,0.0705
